Sex,Length,Diameter,Height,Whole-weight,Shucked-weight,Viscera-weight,Shell-weight,Rings
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],0
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],0
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],0
M,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
M,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
I,[0.075~0.515],[0.055~0.35],[0.0~0.18],[0.002~0.9225],[0.001~0.495],[0.0005~0.2075],[0.0015~0.3505],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],4
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
M,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
F,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],1
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],2
I,[0.185~0.545],[0.355~0.475],[0.08~1.13],[0.1315~1.358],[0.1145~0.618],[0.046~0.3265],[0.1~0.403],3
